1185,-1206,1188,-620,1621,-741
1184,-1208,1200,-621,1623,-775
1184,-1210,1215,-623,1624,-809
1185,-1211,1229,-626,1623,-841
1185,-1213,1242,-628,1620,-873
1185,-1215,1257,-632,1615,-904
1185,-1216,1271,-634,1608,-934
1185,-1216,1287,-637,1600,-961
1186,-1216,1303,-640,1591,-987
1185,-1216,1318,-642,1579,-1011
1185,-1214,1334,-645,1566,-1031
1185,-1212,1350,-648,1552,-1051
1185,-1211,1366,-651,1537,-1068
1185,-1209,1383,-655,1523,-1084
1185,-1208,1399,-659,1506,-1098
1185,-1207,1415,-665,1489,-1111
1185,-1206,1433,-672,1472,-1122
1185,-1206,1449,-680,1454,-1131
1185,-1205,1465,-687,1437,-1139
1185,-1205,1482,-697,1419,-1144
1186,-1205,1498,-706,1402,-1147
1186,-1205,1515,-717,1387,-1150
1186,-1205,1531,-728,1370,-1150
1186,-1205,1547,-741,1354,-1148
1185,-1205,1562,-752,1340,-1145
1185,-1205,1577,-765,1326,-1140
1185,-1205,1592,-778,1314,-1135
1185,-1205,1607,-792,1303,-1127
1185,-1204,1622,-808,1293,-1118
1185,-1204,1635,-823,1284,-1109
1185,-1204,1648,-840,1278,-1098
1185,-1204,1661,-856,1272,-1087
1185,-1204,1673,-874,1268,-1075
1185,-1204,1685,-892,1266,-1062
1185,-1205,1697,-911,1266,-1049
1185,-1205,1707,-930,1267,-1037
1185,-1205,1716,-951,1270,-1024
1185,-1206,1725,-972,1275,-1011
1185,-1208,1734,-994,1282,-998
1185,-1209,1742,-1016,1291,-986
1185,-1210,1749,-1038,1302,-974
1185,-1210,1755,-1061,1314,-962
1185,-1210,1761,-1084,1329,-951
1185,-1211,1766,-1106,1345,-940
1185,-1211,1769,-1130,1364,-930
1185,-1211,1772,-1152,1384,-922
1185,-1211,1775,-1175,1406,-914
1185,-1211,1775,-1200,1430,-909
1185,-1211,1775,-1223,1455,-904
1185,-1212,1774,-1247,1482,-902
1185,-1212,1773,-1270,1511,-902
1185,-1212,1771,-1293,1541,-905
1185,-1212,1767,-1316,1573,-909
1185,-1212,1763,-1339,1605,-916
1185,-1212,1757,-1362,1639,-926
1186,-1211,1752,-1382,1673,-938
1186,-1211,1744,-1404,1709,-955
1186,-1210,1736,-1425,1744,-974
1186,-1210,1728,-1445,1779,-997
1186,-1210,1720,-1464,1813,-1023
1186,-1209,1710,-1483,1848,-1055
1186,-1209,1699,-1502,1880,-1089
1186,-1209,1689,-1519,1912,-1127
1186,-1208,1678,-1536,1941,-1170
1186,-1208,1667,-1551,1967,-1217
1186,-1207,1655,-1567,1991,-1267
1186,-1207,1644,-1581,2010,-1320
1186,-1206,1632,-1595,2025,-1377
1186,-1206,1620,-1607,2036,-1437
1186,-1206,1608,-1620,2041,-1500
1186,-1206,1596,-1632,2041,-1564
1186,-1207,1585,-1643,2035,-1630
1186,-1207,1573,-1653,2021,-1696
1186,-1207,1562,-1662,2001,-1762
1185,-1208,1551,-1671,1973,-1827
1185,-1208,1540,-1680,1939,-1889
1185,-1208,1529,-1688,1898,-1947
1185,-1208,1519,-1695,1849,-2001
1185,-1208,1508,-1703,1796,-2051
1185,-1209,1498,-1709,1735,-2092
1185,-1209,1486,-1716,1670,-2128
1185,-1209,1475,-1724,1603,-2157
1185,-1210,1463,-1731,1532,-2176
1185,-1210,1450,-1738,1460,-2188
1185,-1210,1437,-1745,1388,-2193
1185,-1211,1422,-1752,1317,-2190
1185,-1211,1406,-1758,1248,-2180
1185,-1211,1391,-1765,1182,-2165
1185,-1212,1373,-1771,1118,-2142
1185,-1212,1355,-1777,1058,-2115
1185,-1212,1336,-1783,1003,-2085
1185,-1213,1316,-1787,950,-2050
1185,-1213,1296,-1792,903,-2013
1185,-1212,1273,-1795,860,-1974
1185,-1212,1251,-1798,821,-1933
1185,-1212,1227,-1800,786,-1891
1185,-1211,1203,-1801,755,-1848
1185,-1210,1178,-1800,728,-1805
1185,-1210,1153,-1799,704,-1762
1185,-1210,1128,-1796,683,-1720
1185,-1209,1101,-1792,665,-1679
1185,-1209,1075,-1787,650,-1639
1185,-1208,1049,-1781,637,-1599
1185,-1207,1023,-1773,625,-1562
1185,-1207,997,-1765,616,-1525
1185,-1206,971,-1755,608,-1490
1185,-1206,946,-1744,600,-1455
1185,-1206,921,-1732,595,-1421
1185,-1205,896,-1719,589,-1390
1185,-1205,873,-1704,584,-1359
1185,-1205,849,-1688,580,-1329
1185,-1205,827,-1672,576,-1299
